Address,City,Degree,Experience,Feedback,Fees,Name,Rating,Specialization
Rao Superspeciality Dental Hospital,Hyderabad,"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",25,I thought I will be attended by the doctor himself but his assistant did the consultation and cleaning. I was told that to use the medication for two weeks and then I can get it examined by the doctor.,200,Dr. G sambasiva Rao,,Dentist
Shivam Clinic,Hyderabad,"MBBS, DNB - Orthopedics/Orthopedic Surgery, M.Ch - Orthopaedics",12,"As we say God exists everywhere so he is the form of Dr.Sanjay, such a nice person he is, and I have never seen any doctor answering so patiently to each and every query, and as promised by him and Dr. Ranga Rao  my husband started to walk post ankle surgery in two months. I owe my sincere gratitude to him. Thank you so much Sir.,I admitted into the Hospital immediately after I met small accident, Dr Sanjay immediately rushed into the hospital to diagnose the issue. He tried his level best to avoid operation and cure the issue with PoP but things could not allow to do so and went for operation. The way he performed the operation and treatment post operation is awesome.  He is very friendly and a cool doctor listen to our problems patiently. He will not recommend for any unwanted reports are test unless it is  needed. Will not prescribe unwanted medicines as well, He explained very clearly not just medication also the exercises and diet too to cure my issue.,I went for my Wife's back pain. He is very friendly and a cool doctor listen to our problems patiently. He will not recommend for any x-ray and other reports unless it is needed. Will not prescribe unwanted medicines as well for money.  Got cured in a week.,Dr is very cool, explains very well. half of the ill will be cured when he speaks to the patients. he understands exactly what we are explaining",300,Dr. M.Sanjay,4.5,Orthopedist
Omni Hospitals,Hyderabad,"MBBS, MD - Dermatology",16,"Very happy to consulting Dr Vijay bhaskar sir, friendly Nature , good explanation of our health issue. Satisfied 👍,He is cool guy.. The way he treats the patient Is the most I like in him .. very friendly n very soft nature..,Let me first start with the fee. Basically dermatologist charge in between 200-300 but this particular doctor charged 400. Which we were Okay because there where other docs with long waiting period. There was a waiting time of 2hrs at this Omni hospital to visit Mr. Vijay. After waiting for 2long hours he just attended my mother for less than 5mins. He didn't even show interest to listen to us properly and simply told it's a small allergy and suggested a cream and tablets. My we tried telling that my mother is reactive to tablets so that we are sure about no other side effects. But he was irritated with that answer! No point in waiting for lo g time to visit him as he don't even have patience to listen to patient's problem. I didn't understand one thing that how could he got rated to high?? Practice is trying to fool people with false ratings is what I feel. I faced this issue thrice. By looking at ratings I visited doctors and later was upset by not being treated well!! ",700,Dr. Vijay Bhaskar,3.5,Dermatologist
Dental Clinic,Hyderabad,BDS,32,,200,Dr. Ujwala Bidi,,Dentist
Yashoda Hospitals Somajiguda,Hyderabad,"MBBS, MD - Dermatology , Venereology & Leprosy",43,"Doctor was highly professional however it is really difficult to appointment over the phone.I suggest Doctor need to have dedicated receptionist who can be accessible and help your clients.I see most of the times the telephone will be switched on only post 4:30pm.Online appointment or thru what's app also you have to be available to clients as it really helps the wait time for your clients and it gives a good customer experience too.,She has  given excellent treatment to my mother twenty years back. She has great clinical acumen ,empathy and knows how modify medcines according to requirement.,She is cool ,and even she has given good medicine ...actually I have been consulted her for skin problem..now it's curing !!,She needed more to explain the issue clearly to patients .. instead of taking about the name of the problem , patient is told about symptoms . ",500,Dr. V. Gowri,4.5,Dermatologist
Sri Krishna Eye Care,Hyderabad,"MBBS, MS - Ophthalmology",16,"He is very kind and understand the problem and give good medicen. Has lot of patience to understand our problem,Very nice .... Will visit only this doc for my future assistance ....Very nice .... Will visit only this doc for my future assistance ....Very nice .... Will visit only this doc for my future assistance ....Very nice .... Will visit only this doc for my future assistance ....,Doctor is very friendly and professional. Very less waiting time since booking was done through Practo. Doctor takes enough time to listen to the patient and then conducts all the eye tests by himself and takes ample time before suggesting change in power and medicine, This humble clinic is far better than many big hospitals like Vasan eye care where you have lot of processes, waiting time , ,Nice experience to interact with the Doctor and he listened patiently about my eye sight history.Testing is very professional and immaculate.Advised the type of lenses at affordable prices.With the positive respinse and respect got from tge Doctor,i have purchased the lenses along with frame also.I strongly reco Dr.Krishna to my friends and acquaintances..",250,Dr. S.Krishna,5.0,Ophthalmologist
Dr.Sumana's Skin Hair and Laser Clinic,Hyderabad,"MBBS, MD - Dermatology , Venereology & Leprosy",8,"Very friendly and forthcoming about the problem. Guided step by step how to cure it and also avoid in future. Definitely recommended.,Overall I would recommend this doctor. She is so friendly and understanding patient’s concern and providing treatment/ prescription accordingly. Overall it was great.,We are Completely Satisfied with the treatment given. We have approached the Doctor in a critical condition of Psoriasis, when the doctor who was handling the case is not ready to take up the case because of reaction.,First of all I would like to recommend Dr Sumana for a hair treatment. I am using the medicines as advised by the doctor, there is an improvement of regrowth of the hair. Doctor has advised me course for my hair treatment and I satisfied with it. ",300,Dr. Sumana Katikala,5.0,Dermatologist
Pace Hospital,Hyderabad,"MBBS, MD - Pulmonary Medicine",8,"happy with doctor treatment,My mother was having cough from past 6months and we visited so many hospitals but could not identify actual problem so later visited Mr.Dr Vijayendra Raju. He identified the problem(Staphylococcus aureus) with the diagnosis of CT scan and Brochoscopy. He has given good treatment for the same. So quick recovery from the medicine which given to her. ,I must appreciate his skills and the way he treated my case. Made me to understand what is TB first and followed by it's treatment procedure which let me to be confident and follow the process of treatment in a better way.  Regular consultation was helpful. ,PFT staff was unavailable, equipment was unavailable but we were made to wait for more than 2 hours. Doctor prescribed inhaler , Very unprofessional doctor.",400,Dr. P Vijayendra Raju,4.0,Pulmonologist
Chinmay Children's Clinic,Hyderabad,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",14,"Very patient and answered all my questions logically... Rather than medication suggested natural remedies... ,A very good doctor who normally don't prescribe medicines, I recommend the doctor for new born and children",200,Dr. G Bala Kishore,,Pediatrician
Ankit Cardiology Clinics,Hyderabad,"MBBS, MD - Physician, Diploma in Cardiology",18,Dr.Satish Kumar explained in detail about the patient current condition and how to improve it. He was very friendly but professional.,400,Dr. Satish Kumar Sharma,3.5,Cardiologist
Magnas V  ENT Hospital,Hyderabad,"MBBS, MS - ENT",19,"Good service provided by the all staff members including ayas, sisters and specially doctors. Hospital surroundings also maintaing. ,I meet dr ravi Kumar  at mangnas ent hospital as am have ear pain he suggested,treatment and told necessary precautions thank you dr ravi Kumar ,I have admitted in hospital for DNS surgery and that day there were 5+ patients admitted for the same surgery and along with junior doctors they completed surgery, when I visited again this doctor, he suggested for medicine which is 1k+ per week , that's why not recommending this hospital.,Like unnecessary scannings and for the nose bleed first ear drops were given such things should be taken care of.  Such things are really dangerous if some one who isnt educated approaches the hospital.",500,Dr. S Ravi Kumar,4.0,Ear-nose-throat (ent) Specialist
Sai Thirumala Orthopaedic & Children's Clinic,Hyderabad,"MBBS, MS - Orthopaedics, Fellowship in Arthroscopy & Sports Injury",16,"First of all, many thanks to Dr. B. Arvind Kumar for moving his schedule right away while on call and attending to my dad on possibly one of the shortest notices ever. Considering my dad's age 78 and his unbearable knee pain at the time, the doctor decided to consult at another hospital, just so that we could use the ramp and he showed up at the facility in no time. He had identified the problem in under 10 minutes and advised us to consult a Neurologist without any delay. This happened a few weeks back and my dad is fine now. Also his treatment for my husband's neck pain works brilliantly. Only simple and easy to follow exercises. Appreciate him for showing utmost care and concern and for being on time. ,This morning I had severe back pain unbearable. Searched in practo for doctors,and  called Dr kumar. It was 5:30 am. He was so kind and attened me within 20min in suraksha. All the way from habsiguda he travelled in such odd hours, as suraksha was near to me. The way he explained my illness in detail was too good info. God bless such doctors.... I'm recovering slowly...,Doctor was quite responsive to inform about timings of his availability and attention to patients. His explanation about the problem was lucid and helpful even for laymen. Received minimal prescription of medicines and very useful and productive advice from Doctor about treatment. ,He ensured that he gave his time in spite of an emergency. He explained the reasons of my pain and comforted it .He spotted the problem with in no time ..I was in pain for months. He gave me very simple work around and a wonderful medicine which just worked very next day. He also asked me to take some tests to ensure that if I had any other issue. Outstanding indeed . I honestly recommend MR Aravind.",300,Dr. B.Arvind Kumar,5.0,Orthopedist
KIMS - Krishna Institute of Medical Sciences,Hyderabad,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD)",20,"Very kind and understanding. He mentioned why he was prescribing certain medications which wouldn't affect other medications my mom was taking. He was very encouraging and assured.my mother she'd get well soon and not to be scared or worried.,Thanks you doctor for ur , treatment ..my  grandfather was normal now .. clinic staff was so friendly ..and satisfied with medicines delivery ,He treats us like a family and make sure the pulmory disease to get removed very soon and helps to understand about the disease., give medication accordingly. He is very well experienced doctor and senior doctor.  ",350,Dr. Ramana Prasad V. V.,4.5,Pulmonologist
Dentos Dental Superspeciality Clinic,Hyderabad,"BDS, MDS - Orthodontics",19,"Doctor treatment is very good for my re root canal treatment.  I came with infected tooth, that is already treated by other doctor but he didn't do well.  so tooth infected.  This doctor suggested re root canal and did very well.  now I am free from infection.,He treated very well , , and treated accordingly , I do suggest this doctor for others.,Dr. Sridhar is an excellent doctor. I was suffering with dental problem and doctor well treated my problem.,hygienic environment, transparent ,,  I highly recommend Dr Sridhar ",200,Dr. Sridhar Kodumuru,5.0,Dentist
Chetana Hospital,Hyderabad,"MBBS, M.D. (Psychiatry)",21,"Very nice gentle man. He listens patients condition well accordingly he will give good examples without taking medication half my anxiety treated,First point.. I didn't get any confirmation message regarding my appointment . When I called,ithey said to come Wednesday 6pm.but practise asks me to give feedback on Tuesday itself. When I called hospital regarding my appointment,the reception said there's no appointment booked on my name. ,Dr. Vijay has been very helpful with my clinical depression and anxiety disorder. With one year of maintenance medication I am feeling absolutely fine now, even after stopping the medicine. At a time when I was totally down and scared, he was able to ease my mind with his kind words and correct diagnosis of my issues. He is very calm in the way he deals with patients. Strongly recommend him to anyone who is in doubt about getting professional help for clinical depression.,Dr Vijay Sir  is friendly and very communicative.U dont have to worry that you forgot to mention a specific problem because the doctor asks questions and come to know of it.I have dis fear of opposite gender i forgot to mention about it but Dr Vijay sir asked a few questions and came to know that iam more anxious of opposite gender.He scheduled me a few sessions and i believe i can overcome my anxiety.",600,Dr. Vijay Seshadri,5.0,Psychiatrist
Idea Clinics,Hyderabad,"MBBS, MS - General Surgery, MCh - Surgical Oncology",20,"My father was diagnosed with Colon tumor in 2016 and we showed him to a couple of doctors before we contacted Dr. Srinivas Prasad.  The doctor has been very approachable and clearly explained the problem that my father was undergoing and suggested for a surgery. This major surgery was performed at American Oncology Hospital and the surgery was a success. ,I was admitted with acute anaemia with no clue what led me to that condition. After a proper blood transfusion and stability, I was diagnosed with GIST. Since, the tumor was quite big in size, and the sample taken from stomach showed some node like structures, Dr.Srinivas was consulted. Not only, he kept me informed about my situation and their next steps, not for a second I felt as if I was not in safe hands. He is a asset to the hospital and a great professional.",650,Dr. Srinivas Prasad Perla,4.5,Oncologist
"Yashoda Hospitals, Secunderabad.",Hyderabad,"MD - General Medicine, DM - Gastroenterology, MBBS",9,"Dr. Rami Reddy is vary caring and friendly. His quick diagnosis with sigmoidoscopy and  medication together with diet plan healed me quickly. I was very tensed that I may require surgery(which my previous general physician doctor advised after 2 weeks), but he put my worries to rest with his correct diagnosis. ,was a great relief within a week. After the talk to dietician at his clinic and my current situation after a week, I understand the importance of of diet for my condition.,Dr Rami Reddy is an awesome doctor with calmness, caring, , don't stop until you get the ,satisfaction.,the doctor is vary vary good explain each and every prblm he can take one white paper and  draw the daigram to explain ...he can explain each and every point and tell be postive you will be ok after 7 days of treatment i m perfectly fit and fine ..thanku so much sir.,I highly recommend Dr.Rami Reddy as I found him, empathetic . He diagnoses the root cause and prescribes medicines accordingly. My father has been suffering with acute gastric issue since 2 years but  wasn’t cured I’m until we have consulted Dr.Rami Reddy 2 months back.",700,Dr. Y. Rami Reddy,4.0,Gastroenterologist
Radha Dental Clinic,Hyderabad,BDS,14,"I have visited the branch for my treatment and have to say I am really impressed with her service and attitude towards their patient s.and I really recommend dental solutions for sure,Always had a smile. Not irritated with the many questions put. Answered them patiently. Did awesome work on my teeth. Simple person but great on work.,I wud like to recommend everyone for being a phone call away when a pt needs a doctor. Correct diagnosis n prompt treatment reduced my suffering to zero.Thank you doctor for giving utmost care and permanent solution to my dental ailments.,I haave done 17 tooth for root cannal with cap for all the tooth and my experience was great. I would highly recommend madiri doctor for any tooth related problems .. price also very reasonable.",200,Dr. Madhuri Kalahasti,,Dentist
Sai Sanjeevini Hospitals,Hyderabad,"MBBS, MD - General Medicine, DM - Nephrology",14,"Doc is superb . Super human being .you find one in crores such noble doctor. Nowadays there are no such doctor available. .. God bless him ... taking so beautiful care for my mother who is renal failure patient ..my every query is answered. .. dr giving response for his patient 24 / 7 .. is something unique and mind blowing. .. he gives the best treatment for his patient keeping in mind all parameters is worth speaking ..a down to earth person patient friendly super treatment..what more you want .. I bow down in front of him for all my respect for Dr Vali sir ,Our family had to take the services of Dr.Vali for Father's CKD treatment at its been 2 years since we have been consulting him. Even though he is one of the renowned doctors in the renal area yet his calm and composed demeanor is something one would be pleasantly surprised. Normally such traits are hardly found in well known doctors. Dr.Vali took care of the situation exactly as a family member would. He always went beyond the call of duty to talk to us, counsel us and also allowed us to approach him at any point. This is absolutely unheard. He not only kept tabs on the treatments but also monitored the costs and ensured that we didn't end up spending extravagantly on anything. At a few instances, we needed some specialized services that were not available at the consulting hospital. Dr.Vali not only referred but also spoke to the concerned doctor personally to ensure that things went fine.  I think there aren't enough words to praise Dr.Vali and the impact he has had on our entire family as a doctor and as a human being. Its enough if I conclude with,""  a doctor such as him is an absolute rarity and an absolute necessity. ,Amazing doctor with lot of patience! One feels comfort when a warmth smile, with the greets are welcomed by a doctor in a friendly manner.,He is very cool and friendly with patients and listens to them carefully. Explains about their health issues and gives them courage with his positive discussion with patient. He never puts his patients in panic even though the condition is disturbing. He induces confidence in patient’s mind and gives treatment with best of his ability and utmost attention.",400,Dr. P S Vali,4.5,Nephrologist
Clear Skin Clinic,Hyderabad,"MBBS, MD - Skin,VD & Leprosy",13,"I have visited Dr. Prasuna as I had a skin rash and she was very parient,  she listened carefully and suggested med. The very next day of using the med I saw that the rash subsided. I referred a friend for her concern for darkening and swollen lips and she got cured and was very happy with the treatment. Would certainly recommend to visit Dr. Prasuna for any skin related issues,Good doctor. Very patient in listening to our problems. Clearly explaining the reason for the problem,She has indeed treated me fantastically well. I am completely happy with her diagnosis and surgery. All warts has been removed from my face with No pain & No irritation. Hospitality was up to the mark. I would definitely refer my friends & colleagues to Clear Skin care.,The appointment period will be used up to 10 days. That one only disadvantage every time need to pay money next time to visit doctor.",400,Dr. Prasuna Reddy,5.0,Dermatologist
Care & Cure Homoeo Clinic,Hyderabad,DHMS (Diploma in Homeopathic Medicine and Surgery),45,I m satisfied with dr.aziz ahmed sir he so caring nature every patient should satisfied him i m thankful to this doctor he can understand problem..,500,Dr. Aziz Ahmad Khan,,Homoeopath
Vascular Care Centre,Hyderabad,"MBBS, MS - General Surgery, DNB - Peripheral Vascular Surgery",12,"we are happy with the hospital staff. ,Dr G V praveen kumar is experienced doctor.  Treatment for cellulites was very good.  I will recommend him for cellulite and varicose veins.  My sincere feedback to sir is, he should speak out more with the patients. But he speaks less. He should speak out more so that patients get some moral support for the treatment. Thank you sir for cellulite treatment. ,Can improve on waiting time...He explained in detail abt the problem and also urgency of treatment like surgery is needed immediately or can take time. ,Doctor has no time to give treatment. We can't suggest this hospital to any one. It's the BAD time for me to visit this hospital. The staff were not at all experienced.,made me to visit another hospital, It also made me to take bed rest for 3 months which is horrible.",500,Dr. GV Praveen Kumar,3.5,Vascular Surgeon
Citizens Specialty Hospitals,Hyderabad,"MBBS, DNB - General Medicine, DNB - Nephrology",24,"He is one of finest doctor in terms of his perfect treatments which will certainly cure your diseases. His attitude to wards patient again something really commendable, He talks everyone with due respect.,A great doctor with most unsupported team!!!,I feel  the Dr is excellent command over the profession .but I was not satisfied with the management of citizen hospital still we didn't get the report results .several times we called they told us we will send within 10 min since 5 hours passed,Alhamdulillah !",650,Dr. Rajasekara Chakravarthi Madarasu,4.5,Nephrologist
Rishab Eye Centre,Hyderabad,"MBBS, MD - Ophthalmology",26,"Doctor was good and fast.  No need to take prior appointment as the visit to doctor is 'one first in first serve' basis.  ,Dr. Rajalingam Vairagyam is great, no complains there. Service is unacceptable. Let me explain in detail, I called clinic and they told me it will take one hour for the whole consultation. We went there at 5:15PM and got entered into the system at 5:23 PM. After that we waited until 6:30PM, at that point I approached staff and looked at my file, to my surprise my time was overwritten as 5:43PM why? I asked staff about it and I did not get an answer. ",300,Dr. Rajalingam Vairagyam,3.5,Ophthalmologist
Challa Hospitals,Hyderabad,"MBBS, MD - Pediatrics",34,He is a nice doctor ... treats children with care... what not... he is a very good doctor.. respects.,350,Dr. Surendranath,3.5,Pediatrician
Nutrifit Clinic,Hyderabad,"MSc - Dietitics / Nutrition, PhD - Biochemistry",24,The doctor comes at her own sweet time and two hours after appointment. The receptionist doesn’t care and is very rude. I have already been charged 1000rs and no prescription was given to me against this.. my amount is also not being refunded.. I sincerely request any well minded person looking for serious Dieticien to look elsewhere ,500,Dr. Janaki Srinath   (PhD),,Dietitian/nutritionist
Ravi Neuropsychiatry and De-Addiction Center,Hyderabad,"M.D. (Psychiatry), MBBS",11," Treat Patients in a friendly manner . I recommend this doctor.,It was very good interaction with doctor.he was friendly and gave me accurate solution to my problems.,Good and friendly doctor, understands the patient problem and guide him in rightway. Friendly doctor ,Doctor was very patient and friendly... He understands the problem precisely and doesn't add any unnecessary issues...very good doctor if you have any serious problems...",400,Dr. Ravinder Edam,,Psychiatrist
D32 Dental & Maxillofacial Centre,Hyderabad,"MDS - Oral Medicine and Radiology, BDS",8,"The service was pretty excellent. I had a broken front tooth which had a damaged root. The doctors were patient through out and performed the surgery to its perfection. The outcome was beyond my expectations. I wear a smile that is more pleasing to me now. I'm a very much happy with the service.  The best new service in the city, I would say.,My brother got his Root Canal treatment here. The whole treatment went on smoothly. The doctors and the team made him feel comfortable and at a reasonable cost they gave him a perfect treatment. Thank you Dr.Triekan.I would recommend this hospital to my friends and family.,I had my first treatment at this Dental Clinic with Dr.Triekan Sownetha. I am very satisfied. Everything was well organised, quickly done, both staff at the reception and during the treatment were extremely kind and polite, everything was well explained,  I'm one of those people who is normally not a fan of going to the dentist, but this clinic makes a difference by making you feel very welcome. Definitely would recommend it. ,He is very soft spoken, good mannered and also gave a detailed explanation of the treatment required, process of the treatment, duration and the cost. The clinic is also very spacious along with a good staff always there to help you.",200,Dr. Triekan Sownetha,5.0,Dentist
Toothbuddies,Hyderabad,"BDS, MDS - Paedodontics And Preventive Dentistry, MS - Psychology",14,"We worried a lot that our son will go through a traumatic experience filling multiple cavities. Dr. Gayatri handled him wonderfully and we are grateful for making the experience painfree and memorable for my sonHe got a certificate of bravery which he is showing off to his grandparents,Dr Gayathri is experienceand and skillful in dealing with children's dental problems. She ensures that kids will not feel any fear or Pain.  My kid used to cry a lot and negate to go when he was under the care of other dentist. Now he loves to go to toothbuddies and he never says no. This made our life easy. We are more than100%satisfied with the clinic toothbuddies. We recommend ever child to visit toothbuddies for any sort of dental Problems. ,My son has cleft lip and palate and is undergoing dental treatment since 4 yrs under Dr gayatri . I am very hap.py as finally all his surgeries are done  and dental treatment is in the final stage. Thank you Dr gayatri for your correct guidance and treatment:-),My son went for tooth extraction. He was dealt with patience and care. I would recommend this doctor to my friends and family",750,Dr. Gayatri Moghe,5.0,Dentist
Rukkus Dental Hospitals And Implant Center,Hyderabad,MDS - Conservative Dentistry & Endodontics,22,"He is so good to treat the patients.  And explains the whole process of treatment personally to the patient and also very helpful.,Hi everyone I have very good experience with Dr. Sunil and his the person give me confidance when I was facing problem with my teeth and rit8 now I am feeling good and with healthy teeth. I personally highly recommend this Doctor for all of you.,Very friendly and comfortable., I recommended for near and dear for consultancy. Receiving by staff is satisfactory.,Very expensive  compared to other  clinics, mind-blowing charges , I will never ever visit nor recommend others ",300,Dr. Sunil Reddy R.G,4.5,Dentist
Positivemotion Physiotherapy,Hyderabad,BPTh/BPT,7,"With reference with Dr P Suresh ( orthopedic surgeon) I visited this clinic and found that this is the best place for physiotherapy treatment  in kphb colony.,I met with an accident, I got injury to right hand,after surgery my doctor refer to this physiotherapist.,It's good to take physiotherapy over here, they are going to tell good things about our physical excersies and good treatment also. ,The doctors are very informative and friendly, explained in detail about my problem and the treatment. The given treatment is very effective. ",300,Dr. K. Praveen Kumar   (Physiotherapist),5.0,Physiotherapist
Sai Ram Super Speciality Dental Clinic,Hyderabad,BDS,11,"It was good and we get can appointment at our convenient time. And definitely patient will be satisfied with the treatment.,Very friendly.  Will recommend others.  Had a good experience.  Doctor was ready to talk and explain things.,The very thought of hospitalization is scary and traumatizing. But caring doctors like you make it friendly and pleasing. Thanks for your effective analysis ,. Else, I would never have been able to continue living a life of bliss.,So good  and  moving as Very friendly  with paition  quick question for Take care  very  very  ",100,Dr. Rajni Reddy,4.5,Dentist
FMS Dental Hospital,Hyderabad,"BDS, MDS - Oral & Maxillofacial Surgery",24,"I visited FMS dental hospital a few days back with the complaint of recurring pain in the right lower wisdom tooth. I was welcomed by a warm and helpful frontdesk staff who escorted me to the consultation doctor. My xray was taken and I was told that my wisdom tooth is inside the bone of the lower jaw and removal of the tooth was the treatment advised. Dr. Dushyanth Paul was the surgeon who performed the extraction of my wisdom tooth. I was very apprehensive at first, as the extraction was going to be a surgical one in which the bone had to be cut open. But I must say that I was impressed by the manner in which Dr. Dushyanth performed the surgery absolutely painlessly. He had explained the entire procedure to me in great detail before starting it, which relieved more than half of my tensions.He completed the procedure very meticulously and I am hundred percent satisfied with the experience.,I had a problem in my right jaw joint while eating as it had repeatedly made some sound while eating . There was slight pain also in the joint as it was not stable. I came to FMS dental hospital for treatment and the treatment planned was fixation of the joint. Surgery was successfully completed and there is no more joint pain.,I was suffering from wisdom tooth ache which did not allow me to eat anything. I have consulted Dr.Dushyanth at FMS Dental Hospital for the same problem. He advised me to get the tooth extracted. Initially I was very scared about the extraction but he explained me everything in detail and he has done the extraction with utmost care and I'm completely painless now.,I met with a bike accident and was severely injured in which my jaw were also fractured. Fortunately, on my brother's suggestion I have consulted Dr.Dushyanth and underwent surgery under General Anaesthesia. I am very much happy with the treatment and post-operative results.",500,Dr. Dushyanth Paul,,Dentist
AIG Hospital,Hyderabad,"MBBS, MS - Orthopaedics, MRCS (UK), FRCS - Trauma & Orthopedic Surgery",19,"I had met Dr Srinivas Thati in Hyderabad's famous and a 5star facility hospital about 2 months back for my knee pain. I was diagnosed for miniscus tear and couple of other problems.  ,I consulted Dr Srinivas Thati for treating a injury sustained on my lower back due to a fall .I was in great pain. He was quick to diagnose and explained in detail the injury and treatment. He is very friendly and has good knowledge and patience to spend with his patients. I am feeling a lot better quickly. I recommend Dr Srinivas for your orthopedic issues.,I have visited the doctor as per the reference of my cousin. Even though it was the first appointment with the doctor, the way he comforted us and communicated us regarding the medical issue was really good. It gave me confidence to go ahead with the surgery recommended by him ( though recommended by other doctors, this time I was more confident enough to go ahead concerning it) .,He is extremely patient with his  patients. He explains everything in detail including the reports. ",600,Dr. Srinivas Thati,3.5,Orthopedist
Golden Eye Clinic,Hyderabad,"MBBS, MS - Ophthalmology",52,,150,Dr. V.Viswanatham,,Ophthalmologist
Sumithra Hospital,Hyderabad,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",22,"Not happy for the hospital maintenance. , Expensive diagnosis. Better choose another hospital.",250,Dr. Prasad Venkata Madina,,Orthopedist
People's Mind Clinic,Hyderabad,"MBBS, M.D. (Psychiatry)",8,"I would highly recommend him. It didn't feel like I was talking to a doctor but a friend. He made me feel really comfortable and dependable person, to whom I can say anything. He told me basic things I can do in my daily life to improve my situation. He was really calm and all ears while I wanted to speak out everything I had in my mind.,Hi frds today I visited hsptl  he is very nice frdly doctor explan a bout clearly everything so good tank you sir,Doctor is friendly and listen so patiently what I say, discuss various problems and given medicines.",300,Dr. K.Nihal Balaji,,Psychiatrist
Dr. Agarwal's Eye Hospital,Hyderabad,"MS - Ophthalmology, MBBS",16,"Dr Hussain Naqvi is profressional to the core and Agarwal eye clinic is simply awesome. I took my mother for her Vision issues related to Glaucoma. Agarwal eye clinic staff very friendly and polite. Special Thanks to Ramya M and John for their polite and timely services. Having lived in US for more than 20 years, I must say, the service we got today from Dr. Hussain and his staff is in no way any different than world class treatment.,Efficient in his profession. He satisfy the patient very well. He is courteous, friendly and well behaved. ,Hussain sir is friendly and explained the treatment details very well. We got very good results after surgery by  Hussain sir. The vision which we thought almost lost due to cataract and Glaucoma  is restored to the best possible state by Hussain sir. ,Good communication good explaining  on time Dr available  friendly nature which fell  petion comfortable",300,Dr. Syed Asghar Hussain Naqvi,5.0,Ophthalmologist
Raghav's Multispeciality Dental Clinic,Hyderabad,BDS,13,"Quite professional as well as friendly. Explains the root cause of your problem, and lets you decide how to go ahead with your treatment. Doesn't prescribe unnecessary meds.,I had major Toothaches and Dental Emergencies.One of my friend suggested Raghav's  Multispeciality Dental Clinic. It is a friendly and cost effective establishment,Hello my name is uma Rani actually I visited doctor for the sevier tooth pain but doctor suggested that if we do the root canal treatment the pain will get relief afterwards doctor suggested to place a  town on the teeth which we had done a root canal treatment finally I got relief from the pain and I am so happy with the treatment of doctor.,I am Shakeel Ahmed Rajbhara came for complaining tooth pain and dr said that gum has infected a lot and said that need to romve thooth and he removed tooth and as well as  infection particals after couple of months he putted crown tooth such a good experience as a patient.",150,Dr. Raghav Reddy Gopi,5.0,Dentist
Dr. Kavitha's Dental Clinic,Hyderabad,BDS,9,"Dr Kavitha is friendly in nature understands the patient problem,I am having sensitivity tooth and infection in roots, she treated them with lot of patience not rushing  in  1/3 sittings,with out doctor i can't even imagine the treatment , she understands the pain of patience and gives time to settle down for patient while doing treatment not bothering about time and No rushing in treatment, she plans well with timings and not overlapping of appointments with other patience , enabling us to  give value time for each  individual  patient, i had a wonderful tooth treatment.  Not only me my mother  and father also went treatment with her , she is really good  cares for patient . thanks again for giving such a good treatment!!,I have visited Dr. Kavita about 6 times in last 6 months for several problems related to my teeth - tooth pain, cavities and root canal treatment.,I recently visited this clinic due to severe tooth pain. They concluded root canal treatment needs to be done and there were 3 sittings to complete the mission. It’s all done and everything is going back to normal. , Everything is top notch. Kudos!, I was visited 2 times ",100,Dr. V. Kavitha,5.0,Dentist
Jayini Multi Specialty Clinics,Hyderabad,BPTh/BPT,9,"Dr Manjula is extremely good at what she does. She is very friendly and explains the problem in layman's terms. She also makes sure that the patient is very comfortable during the treatment. Overall, I would highly recommend for Physiotherapy.Thanks!,Dr. Manjula is highly professional, makes you feel absolutely comfortable and has a delicate touch in her physiotherapy sessions. She tries to have an independent assessment of the situation, despite the diagnosis a doctor may have arrived at. This implicitly serves as a second opinion and helps you take decisions on the treatment plan. She also goes out of her way to pictorially explain whats going on with different muscle groups causing the pain, as the case may be. Overall, a pleasant experience. ,I highly recommend Doctor .She is very friendly and with a lot of patience. She explained the issue very clearly.,I have been visiting Dr Manjula from past 2 months for treatment of my lower back pain which started 2 yrs ago.,compassionate and practical in her approach. She does an independent diagnosis of the issue and recommends the PT accordingly. My back pain has reduced so significantly and as I continue to be treated by her am hopeful that I am going to get rid of the pain completely!",350,Dr. V Manjula   (Physiotherapist),5.0,Physiotherapist
Basavatarakam Indo American Cancer Hospital & Research Institute,Hyderabad,"MBBS, MS - General Surgery, MCh - Surgical Oncology",26,"We consulted him for my mother case of Carcinoma Endometrium .she was operated on 31st oct 2016 , Raju sir appreciate your preservance in reaching patient requirement has met with. With lot of patience and beautiful smile on his face he answers all queries raised by patient and patient attendee . Appreciate the follow up by him and his team. His confidence assurance makes patient feel that they are in safe hands., great leadership .. Thank to naren sir, kranthi sir and all team.keep up the good work and excel. Patient name K Aruna Bai , age 60 Ca endometrium ,I consulted kvvn raju for my dad treatment. He is suffering from carcinoma toung. Great leadership with his team and we feel in safe hands. I  100% recommend to consult the kvvn raju sir.,Excellent doctor in oncology surgery..",300,Dr. K V V N Raju,3.5,Oncologist
