Address,City,Degree,Experience,Feedback,Fees,Name,Rating,Specialization
B B Eye Foundation VIP,Kolkata,"MBBS, MS - Ophthalmology",16,"Dr Lav Kochgaway is an excellent doctor, friendly in nature and gives excellent medications, just went for a general eye checkup and came back fully satisfied with the hassle-free procedure, highly recommended from my side!!!!,Visited the doctor in an emergency and it turned out to be a wonderful experience. The explanation of my problem given by the doctor was logical and detailed with the possible solutions. , I would recommend him to anyone.,After waiting for 3 hours in queue in BB Eye Foundation , he just says there is difference in power and come back next week and again stay in queue.Is this way one talks to the patient.I very well explained my purpose of visit.Very rude behaviour",500,Dr. Lav Kochgaway,4.0,Ophthalmologist
The Care and Cure Clinic,Kolkata,"MD - Homeopathy, BHMS",38,"It is only two days gone after consulting with him, i will give feedback after full problem shortout, but at first impression he is good and i hope he will cure me soon with reasonable cost. Only one problem is that every time you have consult with him having same problem will be charged by him with same cunsulting fees as described by his assistant.,Came here on recommendations of a family friend, first interaction with doctor was good felt positive about the outcome Dr is very calm and listening type felt lighter after meeting ,my problem was explained to me with respect to the diagnosis in detail outcome of treatment of treatment was thoroughly explained with do an don't ,this cleared lot of my doubts about homoeopathy ,its been 1 month of treatment and already perceptible changes are seen in my allergy feeling better.hoping to get rid of my problems soon.,He is not only a doctor, down to earth person, with a human nature, and a self esteem person. All praise to Allah,for making  a name called Doctor.. Z A khan. Great meeting a personality with a caring nature.,My experience has been the bad one....I went to doctor some months ago with hopes that my problm will be cured ....I was having acne problem..The doctor listened patiently but I have not got the satisfied result. I did not get any satisfaction now its been more than 6 months since I have taken the treatment ,no definately I am not going to visit him again....",700,Dr. S. Z. Khan,5.0,Homoeopath
Dr.Indrani Dutta's Clinic,Kolkata,"BA - Psychology, MA - Applied Psychology, MPhil - Mental Health & Social Psychology",23,"Hi.. I am Ashok Sharma for Long time I have suffered from anxiety and depression problem after death my father. My friend suggests me to visit Dr Indrani Dutta for my psychological problems and then I decided to taken appointments. For first visit she will given sufficient time to counseling and therapy with mental support. Now within two months, I am 80 %  recover for anxiety and depression. SO... I strongly Recommend  her for those who are suffering from psychological problems. She is extremely positive and helped me come out from anxiety and depression. THANKS ,Came to Dr.Indrani with a bag full of problems, left with the ability to solve them. Absolutely recommended,It is my daughter's (18) pcychological problem. She is extremely indiciplened w.r. to her age. She always neglects every event of her age. Dr. gave her just some therapetic practices which is also hidden to me, to improve  ",900,Dr. Indrani Dutta   (PhD),5.0,Psychologist
"Excel Dental Care, Golfgreen",Kolkata,"BDS, MDS - Prosthodontics",18,,300,Dr. Tridib Banerjee,5.0,Dentist
Smile Check Dental Clinic,Kolkata,BDS,14,"Dr Irfan Ali Mondol is a very polite,gentle,and very good in his job.I m full satisfied for his work and his staff are also very humble and heplfull..,Excellent experience. , I had a buck tooth and he treated me , now I never hesitate to smile freely. He has got that friendly attitude that a patient will never hesitate to talk and share the problems with. I know few friends who went for the same braces treatment from other Dr and the result was very painful and not up to the mark, but Dr Erfan has literally made my smile look amazing , Happy to get treated by Him.,most friendly and experience doctor i ever known. he is very soft spoken and we'll mannered person. , ",150,Dr. Erfan Ali Mondal,5.0,Dentist
Jayeeta Roy Mitra's Clinic,Kolkata,"MBBS, MS - Obstetrics & Gynaecology",21,"She is a super lady, she is really a good and friendly doctor. , ,I want to give 10 stars . As a woman we do not know what is happening within ourselves. I went through stress post pregnancy and nobody was able to understand until i went to Doctor Jayeeta Roy Maam. I have immense respect for her as she returned my life there by not giving me depression pills unlike other doctors. She rightly pointed my illness, corrected it with proper guidance and medication. And on top of it ,if you need a friend whom you can openly talk to please go to her. If i can find my life back i am sure anybody who is been in the same situation will eventually feel better and best. Thanks , behaviour is also very good doctor come my advisor and filosfer and i am taking the pcods treatment from last 3 years and last month she give me relief from my pain and she done the surgery in very well now m fit to do anything thank you didi for made me cure from this pain..............,She is one of the most friendliest doctor I have ever visited and try to explain the issue in detail to the and family members.....and also thinks yours pain as her pain and try to get you out it as early as possible......she even never prescribes very costly medication unless it is an emergency requirement.....Overall I had a great experience with her and had advised all my family members to visit her......I will suggest you the same... ",700,Dr. Jayeeta Roy (Mitra),,Gynecologist/obstetrician
Nidaan Polyclinic,Kolkata,"MBBS, DPM (Psychiatry)",14,"Sir is awesome and very carefully take his treatment . He is also take a freindly advanture with patient.,It was an awesome experience with the doctor. The doctor was very keen to listen my problems in detail and suggested very few medicines and i recovered from my disturbed state of mind within 8 weeks time. Thank You Doctor!",800,Dr. Tirthankar Dasgupta,,Psychiatrist
ASG Eye Hospital,Kolkata,"DNB - Ophthalmology, MD - Ophthalmology, MBBS",13,"Dr Rohit Agarwal is very humble , cooperative , soft spoken with all advanced technology and equipments. Explains very nicely about the disease and how to treat the same and overcome it. He is very caring , friendly and excellent in his work. Also has a very nice personality and nice behaviour and calm too. Will suggest Dr Rohit Agarwal for issues related to eyes.,Excellent ,My uncle got operated for cataract few days back by Dr. Agarwal in ASG hospital and not only we were satisfied with the results but also the way Dr. Agarwal's way of explaining things so nicely n elaborately.. Would surely recommend Dr. Rohit if u r looking for an expert cataract and squint surgery in Kolkata.. ,my mother got operated for cataract last month.. my mother and myself both are satisfied by the doctor's approach and the treatment.. surgery was done with excellent results and my mother got back to her normal routine in one week's time.. i would surely recommend dr rohit for cataract surgery.. ",300,Dr. Rohit Agarwal,5.0,Ophthalmologist
Bengal Cancer Foundation,Kolkata,"MBBS, MRCOG(UK), MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, Fellowship in Minimal Access Surgery",10,"Dr. Tanuka is a rare combination of , compassionate behavior.,She is very helpfull on visit as well as over phone.She always explain the exact problem area and recommend for solution.When we meet her always there is a feel good situation.She handle any tough situation smoothly.Thanks to madam.,Very much happy & satisfied with her .now I am a proud mother . special thanks to Dr tanuka das Gupta . ,Since month 1 she was excellent, now I am a happy father , over all she is verymuch friendly & brilliant doctor . we are very happy & great ful to her. ",400,Dr. Tanuka Das Gupta,,Gynecologist/obstetrician
Belle Vue Clinic,Kolkata,"M.D. (Psychiatry), FRCP - Psychiatry, MRCP (UK), MBBS",22," The Doctor is Extremely Helpful , Friendly with the patient and was Very Kind to visit our residence to see my wife and formed such an instant raport with her that she convinced her to have the blood tests required for the medicines she was taking. I could not able to convince my wife for the last four years to get  the blood tests done ( she was very afraid of the syringe drawing blood ) even after taking medicines like Clozapine that required regular blood tests and the Doctor convinced my wife within minutes !  The Doctor also added a latest atypical antipsychotic medicine which are approved by even FDA in USA and prescribed medicine for the high Liver Enzymes, Thyroid and Vitamin D Deficiency also whose results were found only after the Doctor advised (and convinced) my wife the necessity of blood tests. ,Actually ,my mother was going through sleep disorder.She listened all the problems and told health condition ,reason behind it .My mother is under her treatment since last 2 months and she is ,feeling better.I had to contacted her ,as I was not getting a medicine prescribed by her in my area,she suggested the substitute.She was so humble.Thank you so much ,Madam.,My experience is....Great Talent and Skill....And professionalism...,Dr visited my home on my request diagnosed and  very good service and prescribed with tablets and drugs",700,Dr. Rajashree Ray,3.5,Psychiatrist
Doctor Chamber,Kolkata,"MBBS, MS - ENT",42,"My father was suffering from this ear aid problem from a really long time. Thanks to the doctor for solving the problem ,fantastic experience with the doctor.I have really benefited from the treatment . thE doctor was very experienced and listened to my problems carefully,does not listen fully .if there are multiple issues, he refuses to listen to more than one.is also not interested in explaining the problem.,Not examined enough .... not ready to listen issues and hurry to close off. ",1000,Dr. J. N. Gurtu,,Ear-nose-throat (ent) Specialist
Kolkata Dental Care,Kolkata,BDS,24,"Treatment started with pleasant than expected, feel better. Handling/ operating by Dr had very skilled.,very nice doctor did a nice treatment for my kid 5 yes old. doctor is very nice and friendly. explains properly,Friendly, relatable, relaxed, easy to get along with...inspires confidence, has an easy manner...is well qualified for the dental procedures  he  undertakes...,As always, Doc was not only professional and amiable, but also took time to explain procedures to me while conducting the root canal treatment. I have been visiting him for years and got the courage to fix some pressing dental issues after the process and its benefits + pitfalls were explained to me. Would you believe it, he is the only painless dentist I know! My teeth are healing , and I look forward to my next visit. His newly-renovated clinic can accomodate more people, and has the latest in dental technology. He is an excellent conversationalist and enjoys bird-watching as a hobby. Definitely my favorite doctor! ",300,Dr. Supriya Samanta,5.0,Dentist
Institute of Neurosciences,Kolkata,"MBBS, M.D. (Psychiatry)",7,,500,Dr. Nilanjan Chandra,5.0,Psychiatrist
Doctors Point,Kolkata,"MBBS, MS - Obstetrics & Gynaecology",15,,300,Dr. Avijit Basak,,Gynecologist/obstetrician
Mental Health Care Centre,Kolkata,"MBBS, M.D. (Psychiatry)",32," good behavior, always doctor is frendly with patients. I also request my friend visit the doctor this type situations is happend,First experience of discussion with doctor is very sweet.As far as I notice he has vast experience in his on field,very caring and submissive.,His behaviour is very good. He is very calm and cool minded person. , ,nothing to say..he is my god father..friendly doctor..good behaviour..m very glad😌his all medicines worked..",1200,Dr. Devashish Konar,5.0,Psychiatrist
Sports Medicine Clinic,Kolkata,"MBBS, PDSSM - PD Certificate in Sports Medicine",33,,1000,Dr. Laila Das,,Sports Medicine Specialist
Modern Dental Unit With Implant Centre,Kolkata,BDS,13,,300,Dr. Sohag Mallik,5.0,Dentist
Shine Multispecialty Oral and Dental Care,Kolkata,BDS,12,"have visited for denture thanks to Dr.pandey the way he explained the need for denture and function of implants.he was very clear to be regarding the discomfort of wearing denture different from other doctors who only tells benefits.I request all to visit him once with dental problem and I am sure you will get your reliable dentist,I had swollen gums which were bleeding like anything and I consulted Dr.pandey and he advised me laser treatment for that.after that treatment my gums are fine and its now three years I have to go for checkup once six month apart.Dr.pandey is good person with kind heart......do visit if you have dental problem,I visit India quite frequently as I have call centre job and 7 years back my hotel reception gave me Dr.pandeys number as I was having severe pain in one of my back teeth.doctor did a root canal in my molar in one visit and I appreciate the hard work he did for me and I was pain free by evening.every time I come to Kolkata I visit him for scaling.,Very experienced,friendly,co- operative,energetic and down to earth.He satisfies his patients explaining the process in detail,so no reason to worry,we are in great hands.",200,Dr. Shiv Bhushan Pandey,5.0,Dentist
Dr. Prasanta Kumar Sikdar Clinic,Kolkata,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)",41,,500,Dr. Prasanta Sikdar,,Pediatrician
Wizderm Speciality Skin And Hair Clinic.,Kolkata,"MBBS, MD - Skin & VD, DNB - Dermatology & Venereology",6,"Dr ma'am doesn't sit there only i asked the receptionist that where can i meet ma'am she said she doesn't know ,she is too good. i was having alopecia areata. and there were numerous bald patches on my head. i visited her. and within 2 months, results started showing up. its almost 3 months i have been seeing her. and my bald patches are almost gone. thanks to her. much appreciated. ,She is an absolute gem. Listened to me all along, my problems..The case history.. my food habits..Every other thing.. ,Dr. Varsha Vaidyanathan is a thorough professional who genuinely takes interest in the patient's well being. ",500,Dr. Varsha Vaidyanathan,3.5,Dermatologist
Imperial Medico,Kolkata,"MBBS, Diploma in Geriatric Medicine",24,,200,Dr. Aniruddha De,,Geriatrician
Embody Laser Clinic,Kolkata,"MBBS, MD - Dermatology , Venereology & Leprosy",11,"It's been about three months since I am visiting him.  I went to him with a face full of acne and dark spots.  He has treated me both topically(chemical peels)  as well as internally( medicines) .Honestly I started seeing results right within 10 days where I could see my face clearing up. Initially I had been taking peels twice a month which have now got reduced to once a month.  Pimples have vanished and my natural glow is back in form.  He is an extremely Proffesional person and deserved a five star rating. ,I consulted him for my skin problems. I was suffering from severe acne and pigmentation issue.,I visited the doctor in somewhere in nov-17 in one of clinic where he visit twice in week i guess. I paid 700 rs as consultation fee and he told me to have some test that too in his different clinic with more tha  50 % rate then other. He asked me to show the test result in one week. Now when the result came ( within 7 days only) i called him back and asked his appointment to show this result. he told me to show these result in OHIO Hospital . when i went there,hospital staff again asked me to do registration. i told them dat i have already paid and came here only to show reports. i showed them this docter's letterhead where he wrote free review in 7 days. Then the nurse went inside to this doctor and came back and told that doctor refuse to review report if you dpnt pay another 800 rs. Again I paid 800 rs as i was sufdering severe hairfall n too scared. when i met d doctor n ask about this matter he said thats this hospital charge not mine.. hahaha..very interesting reply doc. will  Never recommend this doc to nyone. ,The doctor needs to respect people’s time. He can’t walk in an hour and half late. The staff at the reception was also not impressive.",700,Dr. Shekhar Haldar,,Dermatologist
Ora Care Super Speciality Dental And Implantcentre,Howrah,"MDS - Conservative Dentistry & Endodontics, BDS",13,"He is very nice doctor.I am very much satisfied by his treatment.His behaviour is very friendly.I wish him very much success.,ll the staff right from the first desk to the specialist are professional. We had a quick response on our appointment request and the followup of the front desk staff was also frequent. The clinic is well designed and is very modern right from using the latest gagets for details to electronic appointment followups all are on par with international standards. The staff has managed to keep the clinic neat and clean from hygiene point of view. The appointment was of evening and the doctor was available right on time. We were again explained about the procedure and the treatment was performed in a very professional manner. After the treatment we were explained about the post treatment care and even we received the followup calls on the next day including messages for the care to be taken.  We are extremely happy and satisfied with the complete experience and would highly recommend,Doctor's behavior is friendliness they communicate and explain very well. Rct experience was good now I'm able to eat all kinds of food after successful treatment.,i was visited oracare dental clinic by the reference with one my relative whom was undergone treatment by Dr Ayan in his south city clinic, when i visited them he gently take my history of pain and subsequent other general medical diseases. from the beginning of enter his clinic i was amazed, how professional and delicate his hand. ",100,Dr. Ayan Das,4.5,Dentist
Teeth And Gums Dental Clinic,Kolkata,"BDS, MDS - Pedodontics",9,"In one word it was simply ""Awesome"". The experience was exhilarating. I hope he continues to offer his excellent services, with the same dedication and attention to details. ,I want to recommend Dr Pathak to others because of his expertise, patience and overall set up of his clinic. It is highly preferable for the kids who are normally diffucult to be treated for any dental problem.,Friendly  behaviour, it seems that i have come to a place where i can easily get rid of all my dental problems.,I had a very  good experience with my RCT done during my pregnancy. Entire process was painless and comfortable. Wonderful support and cooperation . I will definitely recommend Dr Arun Pathak .",400,Dr. Anuj Kumar Pathak,5.0,Dentist
Animel Planet Pet Clinic,Kolkata,Bachelor in Veterinary Science and Animal Husbandary (BVSc & AH),7,"I have a dalmatian and he was underweight weighing 16 kgs at the age of 6 month. After following all the instructions of dr.krishanu ghosh, my dalmatian is now 20kgs. He gained 4 kgs just in 20days. He had a lot of digestive issues earlier. Not even a single doctor could diagnise him but after visiting animal planet my pet Leo's life simply changed. He is fit both mentally and physically now. dr.ghosh's behaviour is very friendly and his assumption is always correct. I'd suggest all my friends and relatives to visit him.,I got Dr. Ghosh's reference via practo itself. His response time was very short, and he visited our house. It was very nice of him to have managed time for our Cooper. I being over concerned always have a mountain of questions to ask, but Dr. Ghosh is very kind to ease out my concerns with suitable explanations and guides us very effectively through parenting cooper the right way. ,Wasnt a right choice may be. The shop Animal Planet seemed good and well stuffed with useful items for pets. But the doctor was a dissappointment.",350,Dr. Krishanu Ghosh,4.5,Veterinarian
Narayana Superspeciality Hospital,Howrah,"MBBS, MS - ENT",14,"Extremely good. She is very friendly and explained everything in detail. She has a warm and very friendly. ,The doctor knew her job well . There was no pain in the procedure. She explained every detail well before , during  and after treatment care . I am very happy.  ,Extremely polite and she made me understand what is the problem and the possible remedy.also the dos and donts as well.",800,Dr. Shaswati Sengupta Datta,3.5,Ear-nose-throat (ent) Specialist
Dafodil Eye Center,Kolkata,"MBBS, MS - Ophthalmology",42,,500,Dr. B.K.Lohia,,Ophthalmologist
Shah Dental Care,Kolkata,BDS,31,Very much cooperation with experience hands.Uses latest technologies and very humble in nature.Affortable and very friendly.,500,Dr. Hitesh Shah,5.0,Dentist
Kamala Ray Cancer centre,Hooghly,"MBBS, MD - Radiotherapy",18,"Dr kaushik sir is a excllent doctr.it was a lovly experience wth him.doctor kaushik is one of those doctor who understand that the patient is in a fragile mode and he handling such patient delicately.,he is very friendly n helpful, a best person in the world.I would reccomend him to anybody and everybody......,Good talk to patients very carefully and his checking is too good.I want to visit the doctor as soon as possible. Please do it very ..checking is very urjent",500,Dr. Koushik Chatterjee,,Oncologist
Poorva International Orthopedic Foundation,Kolkata,"MBBS, Diploma in Orthopaedics, M.Ch - Orthopaedics",15,"I met a lady in a group tour who could run and climb hundred steps at ease. My family could hardly walk due to knee pain and the trip was partly flop. Sadly!. ,We are consulting with Dr S Kumar since 2018 and quite happy with his friendly behavior & treatment. My knee transplantation   was also done by him and I feel completely ok .No trouble I have been faced in this respect till now. Thanks to Dr S Kumar & Belle Vue clinic also.,Very convincing and satisfying.... it was a pleasure to talk to him & he is one of the finest drs I’ve met.,That is clear there is no CD of my surgery..And the saddest part of the society is that they trust you and they depend on you because there is no any other way. Your team talked to me that I can see my surgery in a screen and the other screen for doctor but in oporation theater I can't see any screen and in OT they are telling me my ACL fully tear but I can't see that in any screen and when the surgery done they show me my new ACL only ..If the recovery process of this surgury is long why you and your team didn't tell me that after surgery.   ",700,Dr. Santosh Kumar,4.5,Orthopedist
Treat-O-Dent,Kolkata,BDS,6,"Warm welcome with very good service. All modern arrangements are available and total process is wel maintained. Behaviour of doctor is very touchy. Doctor learned the problem with full concentration then do the necessary treatment without making nervous me. doctor is very young but wel confident and having deep knowledge about his profession. He has a caring mentality.,His empathy and services start only after you pay his consultation fee. He was unwilling to share and discuss even minor details about the procedure over the phone until a formal appointment was taken with him.",200,Dr. Biswadeep Narayan Dutta,4.5,Dentist
Eye & Glaucoma Care,Kolkata,"MBBS, DNB - Ophthalmology",30,,500,Dr. Tutul Chakravarti,,Ophthalmologist
Dr. Prosenjit Pair's Dental Clinic,Kolkata,BDS,17,"Very well behaved. Listened patiently the problem first and then started physical examination. Vividly explained the issue after examining, and advised clearly the necessary follow up action to be taken on my part.,The doctor is very much friendly with patients and parents...Try to describe problem and how to resolve the problem.",300,Dr. Prosenjit Kr. Pain,,Dentist
Vivekananda ENT Clinic,Kolkata,"MBBS, Diploma in Otorhinolaryngology (DLO)",34,"I was in very much dilema regarding my son adenoid...they r enlarged..two docs suggested for surgery by dr. Pinaki mazumder asked us to wait n told that these adenoids shrinked with time.. so he suggested for medicine for sometime n than depending on the situation go for surgery...very fair suggestion by him n we dropped the surgery...really he explained the problem in detail n our tension as parents is relived..now started his med rather than gng for surgery..,This is my first visit. I will update more about the doctor after completion of treatment., very much satisfied With his procedure of removing a foreign object from my 6 years old son. ,He is very friendly and stays calm and patient.",500,Dr. Pinaki Mazumder,4.5,Ear-nose-throat (ent) Specialist
32 Pearls Dental  Clinic,Kolkata,BDS,12,"It was a great experience doctor was very friendly and the way he treated me very nice and good ID I am very thankful to doctor treated mevery well thanks a lot,In Mid of March 2019, I had a sudden tooth pain in right side near my upper molars when I woke up on one warm morning. I called one of my friend staying in dum dum who suggested me to visit Doctor Kaushik Ray (32 Pearl Dental Clinic) as his chamber was very close to my office and his treatment was recommended to be very accurate. I was in intense pain so I called Doctor Kaushik Ray immediately for an appointment and doctor sab was kind enough to give me his appointment, the very next day. I was in so much pain that I wanted to get rid of the tooth and get a bridge or implant done though it would have been a costlier treatment. On day of appointment, as soon as he saw my tooth, he immediately told me that one of my molars in the affected area had been drilled and filed earlier and the same tooth is causing problem, so he did an x-ray and it was discovered that the filing of that tooth had broken along with the tooth and it has resulted in an infection in the gumline. He suggested to get an RCT immediately otherwise I will lose the tooth. I told him to remove the tooth but he was sure that the tooth can be saved and he gave me assurance that he will cure my tooth as well as the intense pain, I just need to keep myself anxiety free and patience. Doctor sab is a very polite man with soft behaviour. It was like I was sitting Infront of my elder brother and discussing my problems. Therefore, I agreed to get the RCT done and the session was started in next appointment, I had lot of questions and uneasiness during my treatment, every time I asked him about them, he answered every question patiently and gave apt medicines to reduce my pain and discomfort during the treatment. After several sitting scattered during a period of 1 month I was finally pain free and my tooth felt better then ever. Thank you, Doctor Sab. You baught of me out of that dental agony.,I’m very happy for him treatment .I’m also refer to others he take care for me very well. ..........,Dr koushik Roy is very caring  helpful  well -behaved friendly and communicative.He is also a very soft spoken person.He nicely explained me the root canal treatment.i highly recommend to all my friends and family.Thank u sir for my painless root canal treatment.",200,Dr. Kaushik Roy,4.5,Dentist
Millennium Nursing Home,Kalyani,"MBBS, MS - General Surgery, MCh - Urology",21,"Dr. Sarkar treated my father while he was suffering from a severe case of antibiotics-resistant UTI. He managed to do so successfully and instantly with great results. I would highly recommend him to anyone for his patience, gentle behavior and of course, excellent diagnosis.,Doctor explains me all before operation and operation was successful. ,. Hoped long successful life. ,Brilliant doctor , ,Doctor is very patient friendly and open to express the problem. The Doctor   tries his best to do at minimum cost from patient side. Only the waiting time need to improve.",500,Dr. Debansu Sarkar,,Urologist
Dr. Prabir Basu's Urology Clinic,Kolkata,"MBBS, MS - General Surgery, MRCS (UK), DNB - Urology/Genito - Urinary Surgery",17,"it was okay. but the appointment started late. i had to suffer severe pain.",500,Dr. Prabir Basu,4.0,Urologist
Ankur Clinic,Kolkata,"MBBS, MD - Pediatrics, DNB - Paediatrics",38,"He is soft spoken,  ",700,Dr. Arun Kumar Manglik,5.0,Pediatrician
Dr. Koelina Sil Clinic,Kolkata,"MD - General Medicine, MBBS",15,"Her clinic/home is very near to my place ( purbaloke) . i  heard about her but due to some other reasons we have always consulted someone else. Finally in the last phase when we felt that our existing medicine doctor is not taking us in a right direction we went to her and the way she handled the situation and guided us was really appreciable. She is very clam and polite. Didn’t asked for unnecessary testing and medicine. Didn’t made us panic over the situations. ,Visited For Fever Treatment,She is very polite and wonderful doctor. She listens the problem calmly and provides very less test. Recovered withing a week time .  Visit her without any doubt.",500,Dr. Koelina Sil,,Internal Medicine
National Neurosciences Centre,Kolkata,"MBBS, Diploma in Child Health (DCH), CCST - Paediatric Neurology",33,"My son is under his treatment for last 3 years. The way he guided us by his great experience, is really made us happy. ,Not a friendly doctor.,High visiting charge. We tried to ask regarding medicine etc after visiting but his response was not like doctor patient relationship way. I personally suggest not to visit him. Got no fruitfull result. ",1000,Dr. Arijit Chattopadhyay,,Pediatric Neurologist
IIH IVF Infertility Hospital,Kolkata,"MBBS, MS - Obstetrics & Gynaecology, DGO",15,"The doctor paid a very patient ear to my problems and the medicines she prescribed was also not very costly. Moreover she explained the process of my recovery in a step by step process, in addition to which she even shared her phone number so that in case of any difficulties I may immediately get in touch with her.,Always approachable, always seen with a warm smile. Friendly Careful and leaves no stone unturned if there is slightest possibility of any kind of problem. Doesn't make you linger for test outcomes. She will text you back with all the necessary informations and actions that needs to be taken. She is brilliant and I am very happy that I came to know about her from a friend of mine. ,First of all I must say she is  very nice person, after long time I find a doctor who used to explain every thing to the patient. Thank you very much doc.",500,Dr. Anindita Chakraborty,4.5,Gynecologist/obstetrician
Dr Bunty Bose,Kolkata,BPTh/BPT,14,,500,Dr. Bunty Bose   (Physiotherapist),,Physiotherapist
Physio Care,Kolkata,BPTh/BPT,8,"Actually he was for my father whose right side was paralyzed.He made him quite self dependent.And after 2 and half month now my father can walk without anyone's help.,Suman is well educatede, , maintain the timing, attending the phone call whenever the emergency, he maintain the pepper privacy his clinic, so patient can feel the comforte, wish him successfully Carrier. Regards Swarup Bagchi,Great experience,nice counseling and efficient treatment,heard my problem,my exact type of pain .The level of pain,then he slowly examined my problem and started massage to feel me better. with his experience he diagnosed the problem and with , physiotherapy make my pain less.",500,Dr. Suman Sarkar   (Physiotherapist),,Physiotherapist
Muskaan Dental Clinic,Kolkata,BDS,13,"The tooth extraction didn't take much time and there's almost no pain after tooth extraction even after the anesthesia is gone. She is easily accessible and gives good follow-up instructions post-operation. ,Doctor is experienced. .well behaved. ..and fixed crown smoothly without any problem  and explain whole thing while working . ,The clinic was very neat and clean. The doctor also took all precautions. It was a painless extraction. I am very happy with the procedure.,The problem was clearly explained and the Remedial measures was recommended. The filling was done in 10 minutes and it has been a month with no issues at all ",200,Dr. Swati Mishra,5.0,Dentist
Care Hospital,Kolkata,"MBBS, MD - Pulmonary Medicine",31,Well behaved friendly. Explained all medicines and procedures of precautions well after going through my case history and trouble.,500,Dr. Prof. Jaydip Deb,4.0,Pulmonologist
Aesthetic Dental Clinic,Kolkata,BDS,23,"Dr. Tapan Ghosh is an amazing doctor, Really happy to have undergone treatment with him. Wish him all the very best.,The doctor is very soft spoken and through he explains the problem very nicely and open to the questions asked ,Painless experience. Doctor and his assistant were very professional. Doctor patiently explained the system of medication to be continued.,Excellent work done by the doctor..fully satisfied..very professional in his work.. equipments state of earth.clinic very clean",500,Dr. Tapan Kr. Ghosh,5.0,Dentist
Advance Eye Clinic,Kolkata,MD - Ophthalmology,26,,400,Dr. Dibya Prakash Bathwal,,Ophthalmologist
Columbia Asia Hospitals,Kolkata,"MBBS, MS - Psychology, DNB - Radiotherapy",25,,700,Dr. Basab Raj Ghosh,3.0,Psychologist
Eye and Heart Clinic,Kolkata,MS - Ophthalmology,17,"Dr Smiti Rani is fantastic! She will examine every single detail. Nice way of treating people. ,I visited her 4 times and everytime l found her very cool nd friendly. She explains every minute thing. Most imp Inspite of being so busy she always answers my quires. This time she showed some exercises which proves very helpful. ,Great Dr , of her field, I am satisfied with her advice and treatment for my opthalmic herpisisis jostler . Now I am fit because of her advice and blessings.,Made me feel so compatible. Thoroughly explained me about my problems n it's solution. She believes in humanity first. Doest give wrong advice to patients for her financial benefit. ",500,Dr. Smiti Rani Srivastava,5.0,Ophthalmologist
Sparsh Diagnostic Centre,Kolkata,"MBBS, MS - ENT",16,"It is said that 'Doctors are like God on the Earth', this truly stands for Dr. Maity. I had visited him with immense pain in my throat, my voice was almost gone and I was suffering badly. Although I had consulted a General Physician but it wasn't of much help. I got the contact details of the doctor from Practo App. When he checked my condition firstly he comforted me and prescribed some medicines. Just one dose of his magical medicines was enough for me to get back to my normal condition. My voice was back, I could eat and swallow my favourite food....he's great and knows exactly what is needed....,Was suffering from cough for more than 3 years...visited many doctors....however did not recover from the same after several medications...Dr kuntal Maity on the first day of the visit diagnosed the problem and within 2 days of medication my chronic cough for last 3 years was cured... must say that Dr Maity's diagnosis shows that he is a very experienced doctor with a very friendly behaviour....he takes atleast 20 mins for a single patient and listens to them very patiently....thank u doctor for the magical treatment,Dr Maity helped me to recover from not only physical illness but mental sickness also. He is a wonderful doctor ,I recommended Dr Maity sir for any type of ENT problem . I am very much satisfied for this treatment . Yesterday I met Dr Maity sir for my Ear and Neck problem . Today I am feeling better , only one dose i have taken at yesterday Night . Doctor sir is very much experienced and friendly too . Thank u Sir . ",450,Dr. Kuntal Maity,3.5,Ear-nose-throat (ent) Specialist
The Dental Studio,Kolkata,BDS,9,,400,Dr. Preeti Bothra,5.0,Dentist
Dr. Gargi's Dental Care,Kolkata,"BDS, MDS - Periodontics",11,"He is a very good, well behaved and experienced doctor.,I was previously scared but dr.has calmed my anxiety and I got my RCT done yesterday .all the staff are also friendly.Thanks Dr. Dhamali.,Excellent experience and example of extremely professional yet friendly behaviour ,I am an orthodontic patient of Dr. Gargi Sarkar from the same clinic and as a part my treatment plan I had to extract four teeth(which would be done by Dr.Debjit). I was asked to come for upper two premolars extraction on 20th Dec 2018 by Dr. Gargi. So I went on the said date to the clinic and while Dr.Gargi made sure that anaesthesia shots wouldn't hurt and tried to keep my mind off of the injection (which she successfully did cuz it indeed didn't hurt that much when she injected LA), but being the brave girl that I am, I still fainted and Doctor had to postpone the extraction on 6th Jan 2019. So I had my appointment yesterday and needless to say I was really scared. Seeing my anxiety and fear, Doctor suggested I get the LA shots done from Dr.Debjit. By this time I just wanted to get done with it. Went to Dr. Debjit's unit afterwards where I had to wait for a while and on informing that I am ready for the surgery I went inside and sat on that chair which I never dreaded until now. But this time, honestly I didn't feel a thing when Dr.Debjit was giving me the anaesthesia shots. Not even the feeling you get when something is pricked in your skin. I was actually not scared at all by this time or fainted. He is that good. He is amazing!! The extraction was done without any discomfort and now I am actually looking forward for my next extraction appointment. Post care instructions were also precisely informed by Dr.Debjit. And on my next visit, I'll tell Dr.Gargi to appoint me to Dr.Debjit for lower tooth extraction. :P Words are falling short right now. He is so so good and thank you so much Dr.Debjit! You and Dr.Gargi, are so good at what you both do. I honestly couldn't have asked for a better dental surgeon than you two. ",200,Dr. Debjit Dhamali,5.0,Dentist
