Address,City,Degree,Experience,Feedback,Fees,Name,Rating,Specialization
Tiny Steps Child Care and Vaccination Clinic,Pune,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",17,"What can I say about Anay sir...he is really godfather to my kid. He listens you calmly and always provide the root cause of the illness. . He created confidence in us priority we always visit doctor even for small things but Anay sir taught us to treat our kid with our own.He is genius, , lot want to say..I always recommend him to whom U met having kids and their experience is awesome.Thank you sir for being kind with us always.,I have been taking both my kids to him from their infant days. The one thing I like about this doctor is that he explains the issue well, what might have caused it, how long will it take to cure them, if there are any symptom changes what change in medications need to be done etc. His diagnosis has always been on point. Besides, he is very friendly with kids and never have my kids cried on visiting him. ,I regularly go for vaccination for my child.also take suggestions and treatment for food and cough cold fever if required ,Doctor is excellent but the receptionist is ruthless. If u don't want to get insulted, strongly suggest to book the appointment over practo. The man sitting on the reception doesnt have basic sense of how to speak with the ladies. He would have told us to leave in a courteous way. His words were harsh and humiliating from the point of a lady visitor (my wife). ",400,Dr. Anay Deshmukh,5.0,Pediatrician
Anmol Eye Clinic,Pune,"MBBS, MS - Ophthalmology",14,"Dr Farida is very friendly and lends a patient hearing to the medical problems of the patient.,I am a Sr. citizen & have been visited here on 14th march 2020 for my Retina examination & other eye related examination.I am very much happy with the complete procedure & will recommend Dr. clinic to other eye patients in Pune. ,Very calm and polite, listens to the patient and explains the problem properly., Well explained about the eye treatment. Dr. Farida is very friendly and she checks up each individual with patience.  She is very friendly also.  ",400,Dr. Farida Ravat,5.0,Ophthalmologist
Sparsh Clinic And Laser Center,Pune,"MBBS, DNB - Dermatology & Venereology",22,"Great experience talking yo doctor who explained the problem and also course of treatment. ,She is pretty good doctor understanding person...She is listen carefully and keep asking to know any issues... Quite experience... Should be helpful,As per my openion never recommend. ,Very professional and can't wait for patients also not talking to patient friendly. Very rough speaking.",400,Dr. Varsha Bodke,4.0,Dermatologist
Dermaplus Skin Clinic,Pune,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",11,"After struggling for almost 10 years with severe cystic acne, I visited Dr. Meeta Mantri for treatment. After acne treatment which completely resolved the problem, I took treatment for acne scars after being satisfied with the explanation about the procedure given by the doctor. Results take time to appear and I can see remarkable reduction in my scar depth. I highly recommend Dr. Mantri for skin treatments.,my face has cleared of acne in three months of treatment and my acne scars are improving very much as well. very economical clinic. doctor is honest and sincere , highly recommended for acne and acne scar treatment,I visited for hair loss treatment., Dr is more oriented towards patient care. It's bean 2 months since I'm taking medicine. It has given me great improvement.,I rarely review, but I thought I should share this amazing experience. I had terrible acne in my teenage years which left me with severe scarring of all forms. I was depressed and wanted to get rid of it. So I visited this clinic in aundh two months ago. Where the doctor advised me with couple of creams to take control my acne breakouts and adviced me to take this gold standard ""Vivace "" machine for acne scars. Now it's been a month from my first session of vivace treatment, depth of scars has reduced and skin has become more even. I'm confident that by end of the treatment my face will have more improved and flawless skin.",500,Dr. Meeta Mantri,5.0,Dermatologist
Apollo Jehangir Hospital,Pune,"MBBS, MD - Pediatrics",11,,550,Dr. Manglesh S.Nimbalkar,4.0,Pediatrician
Kala Physiotherapy Clinic,Pune,BPTh/BPT,37,"Doctor attended to me immediately and gave me very good timings to come back for daily visits.Within one month I was much better,as good as new,and I was relieved of a problem which had been troubling me for the last one year.,I have Bell's Palsy and was advised Facial physiotherapy. Based on the feedback on Practo, I decided to go to Dr Leilani's clinic.,I am a professional athlete...it's always been a relationship between injuries and doctors..I was fortunate to cme across kALA physiotherapy Centre...",400,Dr. Meenu Lelani   (Physiotherapist),5.0,Physiotherapist
Dr Nerakar's Dental Clinic ,Pune,BDS,5,"Very good experience. This was my first visit to the clinic and I am very pleased with the treatment. Best Wishes going ahead. ,Nice treatment...clean properly without any irritations, I would like to come again for treatment and love to refer my family members... Thank.,I'm really scared of doctors but the doctor treated em well, I overcame my fear of dentists in one sitting, thanks!,It was great, handling tooth problems can be that easy. Great and I really appreciate. Thank you Dr. Kalyani. We wish you all the best.",200,Dr. Kalyani Nerakar,,Dentist
Destination Women's Clinic,Pune,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)",22,"She listens your problem very patiently and tell you all the treatment after that I am happy as she properly understood my problem first and then gave her suggestions she is very polite and humble and gives the proper time to every patient I would definitely recommend her to others.,Dr Meenakshi mam is so caring and helping nature.,I feel convenience with doctor meenakshi. She listens  well about my problem and asks many questions to understand what  exactly the problem is and then prescribe the medicine.,She is very kind and understanding..... The way she understands the problem which I was having so I am  satisfied with her treatment.....now I have regular periods without gaps of two or more than that months so I'm happy 😀",400,Dr. Meenakshi Yelvantge,5.0,Gynecologist/obstetrician
Spine Surgeon,Pune,"MBBS, Diploma in Orthopaedics",14,,700,Dr. Sachin Pathak,,Spine Surgeon
Tejonidhi homeopathic Clinic,Pune,"MD - Homeopathy, BHMS",26,"Treatment provided was good . But as my Insurance Company requires separate consultation bill and prescription for medicines, I was disappointed that welcome cure is not providing details of medicines prescribed and only a single receipt of consultation and treatment is issued to me which is not acceptable to my Insurance company Paramount Health Services. ,Today we had waiting for 2 hrs . It's too boring .   But all are  good . Medicine is very nice .. improved in my health problems. I am satisfied. ,Very systematic diagnosis and treatment.,I feared about my Tinitus.I was sure that I cant cure by any treatment., Iam very happy with your treatment.",1500,Dr. Jawaharlal Shah,5.0,Homoeopath
Apollo Jehangir Hospital,Pune,"DNB - Orthopedics/Orthopedic Surgery, MRCS (UK), MNAMS - Orthopaedics, MBBS",15,"Wonderful.. a truly professional doctor.. I had a femur bone treatment done from him. , highly professional doctor. Super friendly with the patient.,I had a great Doctor and His team. The anesthesia worked pretty well and the painkillers too we're good.,A true professional who puts patient comfort n Need over his fees,Dr Kamat is a highly professional Doctor who does not mince words while treating a patient. I have found his to be very patient and indulgent while treating me. In fact, such was his behavior that he has now become our trusted family Doctor. He has treated my entire family now including surgeries. We have no issues with him. ",600,Dr. Nilesh Kamat,4.0,Orthopedist
Icon Clinic,Pune,"MBBS, DOMS, DNB - Ophthalmology, FCPS- Ophthalmology",14," explained the issue and probable root cause of it. She gave medicine and follow was asked in case issue persist. I would recommend the doctor if you have any issues related to any eye problems.,Doctor is really friendly and explains the issue really well. I would highly recommend the dr smita patil.,still im awaiting for my turn i have came here on time there hospital rules are we have to come first and first serve no practo appointments are entertained they clearly reject practo.practo should talk with the management and clear the issues or stop taking online appointment for the doctor,. very polite and proper explanation of the issue and treatment.Went for eye related issue",300,Dr. Shilpa Patil,5.0,Ophthalmologist
Chirayu Dental & Orthopaedic Clinic,Pune,"MDS, BDS",13,"I have done dental implant from Mrs. Yogita, she suggest options. If required then only doctor go ahead with implant. Very good experience. All dentle solutions are available.,Professional, wonderful and caring towards my daughter during teeth extraction. Highly recommended to others...",300,Dr. Yogita Patil,5.0,Dentist
Advanced Homeopathy  and Cosmetology Clinic,Pune,BHMS,18,It wasn't good at all; I found she wasn't confident of her research and reasoning for medication that she was prescribing.she was way too personal for weight loss problem and I'm not sure if any of that was related to medication. Her consultation fees is quite high too considering she doesn't give too many medicines from her side.,300,Dr. Nilam Sandesh Shelar,,Homoeopath
"Krasiva Clinic,Krasiva Clinic",Mumbai,"MD - Physician, PG Diploma In Clinical Cosmetology (PGDCC)",8,"Feeling better after consultation for skin related problem. Doctor was friendly. staff and clinic was decent.,I am satisfied with the treatment planned and executed, later replanned, monitored and observed to zoom into the perfect final solution for my hair growth. Having positive results experiencing healthy scalp and hair. ,Dr Shahid is a very dedicated , sincere  , hard working doctor. He is highly concerned about his patients and their problems. He goes out of his way to treat and is very patient to hear the problems if any repeatedly . His ultimate motive is the patients health  treatment and satisfaction. The clinic is beautiful , hygienic and the staff very pleasant and cooperative. I'm with him since last 3 years a, Friendly approach, , clarity in approach makes him different from the league. ",1000,Dr. Shahid Saiyed,"5.0,5.0",Cosmetologist
Om Hip & Knee Specialty Orthopedic & Physiotherapy Clinic,Pune,"MBBS, MS - Orthopaedics",9,"Dr. Aniket is a very efficient doctor. Understands a patients problem and is is very spontaneous in his treatment. Also is very apt in his treatments. Would definitely recommend Dr Aniket Patil. ,Overall it was good experience. Doctor is friendly ,. Would recommend Aniket anytime..,Dr. Aniket was very friendly during the visit. He examined my mother carefully, and stated the problem in detail. He also answered all of the queries we asked him. We literally spent around 20-25 minutes with him and it is rare to see any doctor giving this much of time for a patient. I would surely recommend this doctor.,Simply good, in all aspects.specially treating the patients with more patience and care. His way to respond to patients is good",400,Dr. Aniket  Patil,5.0,Orthopedist
Ganga Maternity and General Hospital,Pune,"MBBS, DNB - Obstetrics & Gynecology",19,"Very polite and friendly. Described everything in details.,Friendly behaviour and gave much time to explain the issue. Not in hurry to attend next person. Thanks,At the first prenatal visit, the doctor will confirm the pregnancy. In addition, further tests are carried out. Doctor was found to be very friendly and polite in nature. Nicely explained.,Very bad experience. , No politeness shown. Never resolves queries over the phone. Always in hurry to get next patient in. Don't want to answer any of your concerns. No punctuality is followed. No proper queue is followed  .I shall not recommend this doctor to any patient.",200,Dr. Harshala Sangale Munde,4.5,Gynecologist/obstetrician
Skinoworld,Pune,"MBBS, Diploma in Dermatology",10,"had a wart near my thumb nail from around 5 years. It started hurting. So I saw Dr Supriya.,Our Experience with the doctor was great.I took my wife to her for some severe antiviral infections. She takes time to understand and suggest the causes well . Medicine are suggested in right direction. She helps over the call and whatsapp as well for some cases. over all we recommend her.,I was having allergy & was suffering from past 15 days.I must say Doctor is very professional & caring.She diagnosed me perfectly & within 2 days allergy disappeared.,Highly recommend Dr Dhonde for dermatology related treatment. Appreciate friendliness, way of explaining treatment and going extra mile to help procure the prescribed medicines.",500,Dr. Supriya Dhonde,5.0,Dermatologist
Kolte's Surgery Clinic,Pune,"MBBS, DNB - General Surgery, MRCS (UK), Diploma in Laparoscopy",20,"Visited Doctor for hernia surgery.He is very soft spoken &explained us in detail about our condition, gives enough time for our queries.He was kind enough to speak to other speciality doctors for the co-ordination  before & after the surgery which was very important in my case.Most importantly he was approachable for any urgent queries on sms / call.We are highly satisfied  & grateful to him for all the support & guidance.Surely recommended..,Understanding through Video clip, Clear cut idea / information to patient about various options / surgery,It's worth visiting the clinic of Dr.Sanjay Kolte for crystal clear & fair advice for actual health status. Thanks, for your guidance sir.,My dad had gastric disorders very frequently. We visited Dr. Kolte because we thought this issue was getting serious.  Dr guided us at every step and the best part is, he is very soft spoken and humble. ",600,Dr. Sanjay Kolte,5.0,Laparoscopic Surgeon
Childrens Dental Care,Pune,BDS,,"According to appointment my treatment doctor done on time ! All staff is cooperative! During treatment I didn't feel any fear ! Thank to Doctor and staff !,Very nice. Friendly with children.my child was affride but he adjust with the doctor soon. Environment is nice,He is great doctor with a very good hand. He understands children and maintain a good rapo with all,He is a very nice doctor.He know very well how to handle little one.As kids are scarry about doctors and hospitals but at his clinic my son fell good.",300,Dr. Vikas Bendgude,5.0,Dentist
Fur N Feather Companion Animal Clinic,Pune,Bachelor in Veterinary Science and Animal Husbandary (BVSc & AH),10,"Dr. Kapil Jaikar is an excellent doctor for whom life of every animal is precious be it a pet or a stray. He has been a godsend , For the very critical ones he came on spot, arranged for the stray dogs to be sedated and taken to the clinic where emergency treatment was given. For the ones who could be treated on spot he provided us with the medicines and guided us through. All this at a very affordable price ., leading a healthy life for which I am very thankful. I even got my pet and stray cat's sterilised by him and their recovery was very smooth. Thank you Dr. Jaikar for being a blessing for our four legged friends :), i visited several other doctors for the issue but dr kapil saved my pet dog jockey. i highly recommend every one to kindly visit him for any issues of your pet,Would never recommend to any one. ,Gave us supplement saying it's a pain killer. , Also charged more than mentioned. For a two minute examination ",100,Dr. Kapil Jaikar,,Veterinarian
Samvedan ENT & Eye Care,Pune,"MBBS, DOMS",15,"Doctor is good. She gave correct dosages for my eye infection. She listens you well and answers your queries.,Doctor was quick to identify and diagnose the problem . She is very friendly and a calm doctor . I was freaking about my eye infection and she relaxed me instantly by using words like ""regular and minor allergy "" and no need of oral medication.,She is the one you would like to interact with, calm and composed. Good Diagnosis. No unnecessary recommendations.  ",400,Dr. Aboli Baijal,4.5,Ophthalmologist
Vitalife Clinic,Pune,"MBBS, DNB - Otorhinolaryngology",9,"Feeling better satisfied. But once I put  ciplox ear drop In my Ear start paining  again.. ,Took consultation from Dr Vaze through online chat on a Saturday night when my brother in law’s ear started paining suddenly - since no clinics were open in Bhiwandi where I was at that time.,The doctor is very soothing.her talking is very friendly which makes the patient forget the tension of health problem.she explained the problem in very  simple language.also her prescribed medicine helped me recover without side effects.next time I will definitely go to her and also recommend her to my people,Thank you,  Jeff F.  Friendly, Courteous very short wait time. I highly recommend this office. ",350,Dr. varada vaze,4.0,Ear-nose-throat (ent) Specialist
Pune City Eye Clinic,Pune,"MBBS, MS - Ophthalmology",26,,200,Dr. Sanjay S. Christian,,Ophthalmologist
Care Speciality Hospital,Pune,"DOMS, DNB - Ophthalmology, MBBS",14,"I have never seen a qualified and approachable doctor than her. Her way of treatment, approachability, way of communication and treatment of diseases is very good. Moreover, you will not find an opthalmologist who will charge so less in the city. I visited yesterday and Jayshree checked my eyes, and she gave me two eye drops to be used in the eyes. One of them wasn't being available in chemist shops, so I quickly called her to check if substitute can be used. She asked me to pass my phone to the chemist, and they mutually discussed and got me the right eye drops for my eyes. I have seriously never seen a doctor so approachable. Even she is an expert in her subject, and handles it in the best way.,I recently got cataract treatment done on both eyes by Dr Pawar.,I have visited  care eye clinic for my mother's cataract surgery and I am satisfied with Dr.Jayashri Pawar's treatment. She is very caring for her patients. Moreover always willing to know the improvements of her patients and ready to resolve the problems if any.,I visited this doctor for cataract surgery. Doctor was really very helpful and she was personal taking care of patient. She explain everything in very good manner and given sufficient time and resolved our queries.",400,Dr. Jayashree Pawar,5.0,Ophthalmologist
Polaris Healthcare,Pune,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",23," Excellent services by Doctors. very much thankful to my doctor(Dr Surendra Patil) and Dr Anita. Excellent services and co operations from nursing staff(Sister Vaibhavi, Mrunali etc..) and maama as well. They are very helpful and treated me as a family member. If you are expecting any Orthopedic Surgery then this is the best hospital in Pune, you should consider. Rooms are very good and all the required instruments are highly available for patients.All staffs are very very good.very much appreciate...,Excellent doctor, very calm and composed, , ,Dr. Patil's prescriptions for my wife's knee problem has been great. Though advised to undergo 3 months medication, the first month itself has reduced the pain and swelling considerably. The medications are purely on the actual pain(areas) experienced by the patient and that's a big relief. Dr. Patil can totally be relied upon to find and suggest solutions on the actual ailment. I, too was diagnosed with bone pain issue and based on Dr. Patil's advice have been recovering well. Based on my own experience, I suggested my wife to seek treatment from the dictor and I am happy that the decision has been helpful.,Dr. Patil, one would find it rather painstaking to get his appointment on time. I suppose that's one of the sa rifices one should be ready to endure to seek a proper diagnosis from him,Not satisfied, did not even look at the x rays properly, he made us wait for 25 Mins, and just looked at the reports for 2 mins and did not even explain the issue, this happened twice, 1st time I gave benefit of doubt (also they say that 1st time his assistant will see you not the doctor), 2nd time he was busy in other cabin with other patient, just came after 25 mins of wait and couldn't even tell us if fracture was properly healed. They charge 500rs for wrist x rays which is way too much.not satisfied, not recommending anyone.",400,Dr. Surendra Patil,4.0,Orthopedist
Tiwari ENT Clinic,Pune,"MBBS, Diploma in Otorhinolaryngology (DLO)",18,"I visited the doctor by searching online best ENT socialist in Dhayari area, highly satisfied with her overall diagnosis and treatment.,Competent and Friendly Dr. Explained the issue in detail. Wax removal process was easy. I would strongly recommend this Doctor., She explained me the issue and healed the middle ear canal without antibiotics.,I visited clinic for ear wax removal. Very friendly doctor and did the job very carefully without any pain. Thanks doctor !",300,Dr. Shannu S Tiwari,5.0,Ear-nose-throat (ent) Specialist
Pristyn Care Clinic,Pune,"MBBS, MS - General Surgery, Diploma In Minimal Access Surgery, Fellowship in Minimal Access Surgery",14,"I am suffering with piles problem very long back.  And then I visited Pristyn care @Dr Milind Joshi . He is very friendly nature , that's why I was share evry single information without any hesitation. He will suggest me go with laser treatment with all benifits . And most important thing he was tell me it's not pain less treatment but it's less pain.. ,Doc Joshi was very friendly and explained stapler surgery procedure in detail. he makes you feel very comfortable, that is where half the battle is won. I wish him best of luck and good wishes. ,Dr. Milind Joshi is different from other doctors we met. He works at Pristyn Care. He was kind, helpful and comforting. We visited him for our dad's piles treatment. My father is above 50 and freaks in the name of surgery. He would often go for medicines but not surgery. This delay got his piles condition severe. But when we visited Dr. Joshi at his clinic in Hadapsar, he at once suggested laser surgery. The surgery was smooth and easy and my father was released from the hospital within 24 hours. He was only asked to follow a diet routine and abstain from heavy physical tasks. My father is much better now.  ,After suffering from piles and the unimaginable that comes with it, I finally decided to go for the surgery. Initially i was afraid as i've heard that the surgery is painful and other rumours like this but I met Dr. Milind Joshi and she advised me to go for the surgery and cleared all the doubts I had in mind. I booked the timing for the surgery which was the day after i met the doctor through Pristyncare. The cab arrived 30 minutes before the scheduled surgery time as my home is a bit far from the hospital and also i needed to fill the paper work. The surgery went unimaginably great and all the rumours I heard in the past vanished. It's been 4 months now and there's no negatives till now.Great work.  ",500,Dr. Milind Mukund Joshi,5.0,General Surgeon
Inlaks and Budhrani Hospital,Pune,"MBBS, MS - Orthopaedics",21,"Doctor is very friendly.He always hear the patient calmly.He motivates the patient .He is very soft spoken and gentle .His team is also very disciplined under his leadership and guidance.,Consulted him post shoulder dislocation  -, Simple and very effective advice without asking for unnecessary tests and scans. Neutral suggestions, without being inclined towards unnecessary surgeries. Overall a fantastic, friendly, soft spoken and a patient doctor. Would suggest him for  overall orthopedic. Worth waiting for a long time.",300,Dr. Arjun Viegas,3.5,Orthopedist
Shashwat Hospital,Pune,"MBBS, MS - General Surgery, FICS",16,"Dr. Bahar Kulkarni has expertise in surgeory. We consulted him for my father in law (Vasant Sathe) who is around 72. He underwent 3 surgeries and is fit now. All the three operations he underwent were under consultation on Dr. Bahar Kulkarni. He has acute sense of diagnose and has perfection in carring out these surgeries. Very positive person (prerequisite to maintain good environment for patient and the relatives who are already traumatise.,The doctor always takes time with me, he answers all my questions and never seems to be in a rush to move on to the next patient. I always feel completely satisfied after my appointment. There are no unanswered questions, doubts, or confusion.,His confidence cure me more than half., Very  polite,  listen  patiently.",300,Dr. Bahar Kulkarni,,General Surgeon
Swasthya Ayurveda Clinic and Panchkarma Centre,Pune,"BAMS, MD - Ayurveda Medicine",12,"Very nice experience of swasthya  aayurveda clinic.About pregnancy many problem in body.panchkarma and Dr.Manisha jadhav efforts ,positivity of every conversations solve my pregnancy problem.,I was having problem of Pitt dosha , acidity. I visited at Swasthya Ayurveda clinic at Aundh .,I was suffering from kidney stone 6-7 mm at right kidney and having unbearable pain. after taking treatment got relief from pain. Felt that I was in safe hands. Coming here like dealing with trusted family.Extened hours are great. I like the confidence of Dr. Manisha as she had said 3-5 days everything will be normal. On fourth day stone flushed out. Thanks Dr....,This was a Brilliant consultation one could ever get. ",300,Dr. Manisha Jadhav,,Ayurveda
Ghaisas ENT Hospital,Pune,BASLP,6,"Doctor explained all the pro and cons of hearing aid and made happy with the hearing aid........,...........",600,Mr. Dayanand Hembade,5.0,Audiologist
Motherhood Hospital,Pune,"MD - Pediatrics, MBBS, DNB - Neonatology",10,"He is very polite,after treatment he replied on my messages and gave me medication for my child's vomit and loosemotion.",500,Dr. Jagdish Kathwate,4.5,Pediatrician
Manomaya Ayurveda Clinic & Panchkarm Center,Pune,BAMS,14,,300,Dr. Sonali Tambe,,Ayurveda
Krishna Hospital,Pune,"MBBS, DGO",17,"Dr listern yo the issues and reitterate in medical terms. This gives confidence that she knows about the isssue and can help fixing it.,It was a pleasant experience to meet the doctor were she gave me accurate feedback of my pregnancy.... Thank u so much mam....,She isn't very talkative.. u want a dr to talk more specifically if it's gynac issue.",200,Dr. Pradnya U.Badge,4.5,Gynecologist/obstetrician
Noble Hospital,Pune,"MBBS, MD - Dermatology",58,"Very experienced doctor in Pune she explain everything very clear about disease and suggest better treatment ,Mam was very polite and addressed my problem in a very nice way.,She did not listen all your skin problem but look only on one point and ignore other related problem.",400,Dr. M. S. Sirsikar,3.5,Dermatologist
Sai Ananya Eye & Heart Care Center,Pune,"MBBS, DNB - Cardiology, MD - Medicine",11,"Visited Sai Ananaya for chest pain and irregular heart beats ,I went to sai ananya clinic for my mothers chest pain . We were extremely worried as she was advised admission to hospital  Bt Doctor comforted n with basic minimum investigation ruled out heart problem ,Dr. Jugal performed angioplasty on my father and recently we went to him for follow-up consulting. He is very soft spoken and gives attention to what we say. He explained me all prevailing situations with patience. ,Doctor was not paying much attention to the problem and said the pain can be due to bad posture. However after visiting the doctor after taken his medicines, i am still having pain and now i have to go to other doctor ",700,Dr. Gautam Jugal,4.5,Cardiologist
Dr Dhake Urology Clinic,Pune,"MCh - Urology/Genito-Urinary Surgery, MBBS, MS - General Surgery",13,"We visited Dr Rajesh Dhake Clinic at wakad for my mother who is 62 years old and was detected multiple stones in both her kidneys, stones were measuring about 4.5 cm to 6 mm in size. She is diabetic and has hypertension since years. We consulted GP for her complain in joint pain and done with uric acid test and USG pelvic. USG report was shocking for us as she had never complained about any kind of pain, well immediately we did CT Scan to know the size and hardness of stones and got referred to Dr. Rajesh Dhake.,Visited for Kidney stone treatment , have 2 stones 1 in right pelvis and other in lower uteric calculus have size of more than 16mm .,I visited for Ureter Stone Removal,He was polite and patient. He was quite supporting and understanding. A true gentleman.",700,Dr. Rajesh Dhake,5.0,Urologist
Samarth Clinic and Nursing Home,Pune,"MBBS, DGO",9,Good consultation and friendly behavior. Solved all queries. Hygienic dispensary and hospital too. Go for it,300,Dr. Sheetal Hrishikesh Naik,,Gynecologist/obstetrician
Networx Lab Pathology,Pune,"MBBS, MD - Pathology",22,,100,Dr. Sushil T. Agarwal,,Pathologist
Global Dental Care,Pune,"BDS, MDS - Oral & Maxillofacial Surgery",14,"Dr. Bhawana is just Great... she made my daughter so comfortable, whole consultation was done on her lap and my daughter was giggling during the whole treatment and came out laughing & saying she likes her... she is usually scared of all Doctors and dsnt like them touching her ... i am so thankful to Dr. Bhawana for the same. Would certainly recommend her to everyone. And a great Thank you to her again.,Expert in her domain , Make the patient comfortable. Highly recommended for any dental issue , visiting doctor all my teeth issues has been taken care properly thanks doctor ,I contacted Dr.Bhawana Singh for root canal treatment and must mention that she is very professional,friendly and expert in her job.",200,Dr. Bhawana Singh,5.0,Dentist
Dr. Dudhbhate's Skin Clinic,Pune,"MD - Dermatology, DVD, MBBS",32,"Doctor is well versed with skin diseases. Took 3 visits to finally get to the root of the problem and cure it.,Excellent behaviour,The treatment prescribed to me by Dr. Dudhbhate for my condition of Atypical Chronic Urticaria has been very effective. I have benefitted substantially from the time I first went to her about a year and half ago. My condition had  started about five years ago and I had visited many dermatologists, allergy specialists and even homeopaths but was not getting any meaningful relief with my condition resurfacing time and again. Under Dr. Dudhbhate’s treatment I have progressed well and the tapering of medicine has also not brought about reversal of my condition. Thank you doctor. ",600,Dr. Anagha Dudhbhate,5.0,Dermatologist
Pune Netralaya,Pune,"MBBS, MS - Ophthalmology",13,"not just Doctor for me.,My son had light sensitivity so I went for eye check. The doctor did the eye check up and said that he has got some minor power in both eyes. But for kids they dont decide in a single sitting, the power of the lenses. So he suggested for three sittings, once every week, wherein he will put the eye drop and check the eyes. Then after three weeks, he will decide whether spectacles are required or not. Meanwhile he asked not to watch TV mobile or laptop.,The interaction with the doctor was overwhelming. The doctor was very professional and went into details of the case with patience and compassion which helped to put our fears to rest. The reasoning and diagnosis of the problem was sure and swift and has given us immense confidence that the problem will get treated at the earliest. Would like to put on record the compassion and outreach by the doctor in the time of need by his personal and immediate attention. Wish all doctors are like him and his team. Thanks a lot for your much needed and prompt support.,I was given an appointment of 12pm. However, after waiting for 1.5 hours random patients after me were called in despite it being my turn. I definitely do not recommend. Complete mismanagement and no value of other people's time - not sure how the appointments are given out - utterly dissatisfied and dissapointed",300,Dr. Abhijeet Sable,4.0,Ophthalmologist
Hiremath Hospital,Pune,"MBBS, DGO",19,"Nice n understanding..very supportive...,Very good facilities, very co-operarative and skilled staff. Clean and maintained rooms. Expert doctors. Well managed administration.Diet food for patient, food service available for relatives. Attached medical shop. Good connectivity.,I visited her for my pregnancy, she is friendly and explained everything properly. At last moment I had to undergo c section delivery but she explained it well and post operation very good care was taken by all her staff members.,Had a very bad experience with dr bharathi. After 3 visits for my infection when I was not satisfied I got the answer "" if your problem is not solved that's not my problem"". Very arrogant behavior.prescription is very costly and only available at the below medical store. Also tests prescribed are to be undergone by there affiliated path lab which again is too costly. Would not recommend to anyone.",400,Dr. Bharati  Hiremath,4.5,Gynecologist/obstetrician
Dr. Kekan's Smile Care,Pune,BDS,11,"Visited for RCT - Root Canal Treatment. The problem was well investigated & nicely explained. The treatment procedures were also well explained & done. A follow up call after every appointment was made to check if I am fine. The staff is very courteous. Equipments, cleanliness & hygiene at it's best. I strongly recommend this clinic to all. Thank you Dr. Kekan's Smile Care,I visited Dr. Prineet twice ....first time for tooth sensitivity and second time filing of decayed teeth. ,she always calms her patient first who scares of treatment like me. As I am satisfied with her treatment I highly recommend this doctor to everyone. ,I've reported the sensitivity  problem to so many dentists but all recommended only toothpastes.which was a temporary solution. Dr prineet kekan was the only dentist who gave me a solution to it. She recommended I get fluoride application done . I've never been so happy new I am lucky to have the problem solved. So every 6 months I get it done without fail. The treatment and the Dr both r trustworthy.  I do recommend her since she has a good ear n sat me down at least 15 mins for the consultation,I got my daughter for her ortho treatment. She had mouth breathing and teeth placed in front. Dr Kekan was so helpful in convinci g my daughter to get rid of her fears of dentist. My daughter is 8 months into straightening her smile. Very happy. Her mouth breathing Is stopped . Her teeth look beautiful. Dr Kekan has been a good motivator for my daughter n her God oral health. ",150,Dr. Prineet Kekan,5.0,Dentist
Clairevision Eye Care,Pune,"MBBS, DO",18,"I was new to pune city,My eye power was +0.25 initially and I went to lenskart (pimpre)for purchasing a frame there I cross checked my power and surprisingly the power they said was -1.25,-1.50 ,I was totally abacked . I thought let me 1st cross check it with good opthalmologist, and using procto I got to know about Dr. Archana ,she did the perfect treatment like I always use to have with my family doctor and guess what the power was -0.5 only in both eyes. ,I am visiting doctor for last 2 years for my and my family eye checkup. Very good doctor , She checks thoroughly and provide clear understanding to patients. Also clears any relevant query of patients like power related issue or lasik etc. Thank you doctor Archana.,Not at all satisfied with the service. I felt she was little rude. I was confused with my right eye number as my eyes were already paining and she was keep changing the number very fast. Instead of dealing it with patience ,she started shouting on me.,kindly do not visit this doctor as she is so rude and abrupt. I was asked to pay 100 rupees extra for eye card because she checked the number ... ,. very much disappointed bcz I have never seen such an opthalmologist yet.,.i wasted 400 rupees.",300,Dr. Archana Singh,3.5,Ophthalmologist
Dr. Agale's Multispeciality Dental Clinic,Pune,BDS,13,10/10 I would recommed dr anita to those who prefer quality treatment at pocket friendly cost.At first i was afraid of going for an rct but she is so good at it that i didnt had to face pain of any kind.Too good ,150,Dr. Anita R. Agale,,Dentist
"Mamata Maternity & Heart , Diabetis Care Center",Pune,"MBBS, DGO",20,"Doctor treatment satisfaction is very nice. And her friendliness gave me more confidence to speak with her in friendly manner.,The doctor is very friendly and made me comfortable..,I visited Dr Archana on my friend's reference for a pre-pregnancy counseling as I had an early miscarriage and had a bad experience with my previous doctor. Once I visited her and I knew she's the one I'll be consulting for the whole time when I get pregnant. She calmed both me and husband down by making things casual. Fortunately I conceived just the next month after visiting her and she's been the best. ,Dr. Archana is so friendly and giving confidence about our heath issues. Taking care of patients... ",400,Dr. Archana Changedia,4.5,Gynecologist/obstetrician
